FENTANYL	MORPHINE	01/01/2013	31/12/2013	1120
DIHYDROCODEINE	FENTANYL	01/01/2013	31/12/2013	3
CODEINE	DIHYDROCODEINE	01/01/2013	31/12/2013	64
DIHYDROCODEINE	MORPHINE	01/01/2013	31/12/2013	4
CODEINE	MORPHINE	01/01/2013	31/12/2013	180
ACIDE ACETYLSALICYLIQUE	LOSARTAN	01/01/2013	31/12/2013	9374
ACIDE ACETYLSALICYLIQUE	IRBESARTAN	01/01/2013	31/12/2013	23162
ACIDE ACETYLSALICYLIQUE	EPROSARTAN	01/01/2013	31/12/2013	243
ACIDE ACETYLSALICYLIQUE	VALSARTAN	01/01/2013	31/12/2013	25193
ACIDE ACETYLSALICYLIQUE	OLMESARTAN	01/01/2013	31/12/2013	12786
ACIDE ACETYLSALICYLIQUE	TELMISARTAN	01/01/2013	31/12/2013	7636
ACIDE ACETYLSALICYLIQUE	CANDESARTAN CILEXETIL	01/01/2013	31/12/2013	19391
ALISKIREN	LOSARTAN	01/01/2013	31/12/2013	49
ALISKIREN	IRBESARTAN	01/01/2013	31/12/2013	147
ALISKIREN	EPROSARTAN	01/01/2013	31/12/2013	5
ALISKIREN	VALSARTAN	01/01/2013	31/12/2013	297
ALISKIREN	OLMESARTAN	01/01/2013	31/12/2013	299
ALISKIREN	TELMISARTAN	01/01/2013	31/12/2013	83
ALISKIREN	CANDESARTAN CILEXETIL	01/01/2013	31/12/2013	114
ANAGRELIDE	TICLOPIDINE	01/01/2013	31/12/2013	0
ANAGRELIDE	PRASUGREL	01/01/2013	31/12/2013	1
ANAGRELIDE	TICAGRELOR	01/01/2013	31/12/2013	0
ANAGRELIDE	CLOPIDOGREL	01/01/2013	31/12/2013	28
HYDROQUINIDINE	QUINIDINE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	HYDROQUINIDINE	01/01/2013	31/12/2013	0
HYDROQUINIDINE	VERAPAMIL	01/01/2013	31/12/2013	20
HYDROQUINIDINE	SOTALOL	01/01/2013	31/12/2013	3
AMIODARONE	HYDROQUINIDINE	01/01/2013	31/12/2013	11
DILTIAZEM	HYDROQUINIDINE	01/01/2013	31/12/2013	9
HYDROQUINIDINE	LIDOCAINE	01/01/2013	31/12/2013	0
HYDROQUINIDINE	PROPAFENONE	01/01/2013	31/12/2013	0
CIBENZOLINE	HYDROQUINIDINE	01/01/2013	31/12/2013	0
FLECAINIDE	HYDROQUINIDINE	01/01/2013	31/12/2013	0
DRONEDARONE	HYDROQUINIDINE	01/01/2013	31/12/2013	0
QUINIDINE	SOTALOL	01/01/2013	31/12/2013	0
DISOPYRAMIDE	SOTALOL	01/01/2013	31/12/2013	15
SOTALOL	VERAPAMIL	01/01/2013	31/12/2013	68
AMIODARONE	SOTALOL	01/01/2013	31/12/2013	121
DILTIAZEM	SOTALOL	01/01/2013	31/12/2013	112
LIDOCAINE	SOTALOL	01/01/2013	31/12/2013	24
PROPAFENONE	SOTALOL	01/01/2013	31/12/2013	26
CIBENZOLINE	SOTALOL	01/01/2013	31/12/2013	70
FLECAINIDE	SOTALOL	01/01/2013	31/12/2013	1256
DRONEDARONE	SOTALOL	01/01/2013	31/12/2013	0
LIDOCAINE	QUINIDINE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	LIDOCAINE	01/01/2013	31/12/2013	1
LIDOCAINE	VERAPAMIL	01/01/2013	31/12/2013	40
AMIODARONE	LIDOCAINE	01/01/2013	31/12/2013	30
DILTIAZEM	LIDOCAINE	01/01/2013	31/12/2013	45
LIDOCAINE	PROPAFENONE	01/01/2013	31/12/2013	1
CIBENZOLINE	LIDOCAINE	01/01/2013	31/12/2013	0
FLECAINIDE	LIDOCAINE	01/01/2013	31/12/2013	42
DRONEDARONE	LIDOCAINE	01/01/2013	31/12/2013	0
DRONEDARONE	QUINIDINE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	DRONEDARONE	01/01/2013	31/12/2013	0
DRONEDARONE	VERAPAMIL	01/01/2013	31/12/2013	0
AMIODARONE	DRONEDARONE	01/01/2013	31/12/2013	0
DILTIAZEM	DRONEDARONE	01/01/2013	31/12/2013	0
DRONEDARONE	PROPAFENONE	01/01/2013	31/12/2013	0
CIBENZOLINE	DRONEDARONE	01/01/2013	31/12/2013	0
DRONEDARONE	FLECAINIDE	01/01/2013	31/12/2013	0
DILTIAZEM	QUINIDINE	01/01/2013	31/12/2013	0
DILTIAZEM	DISOPYRAMIDE	01/01/2013	31/12/2013	18
DILTIAZEM	VERAPAMIL	01/01/2013	31/12/2013	58
AMIODARONE	DILTIAZEM	01/01/2013	31/12/2013	430
DILTIAZEM	PROPAFENONE	01/01/2013	31/12/2013	45
CIBENZOLINE	DILTIAZEM	01/01/2013	31/12/2013	14
DILTIAZEM	FLECAINIDE	01/01/2013	31/12/2013	481
AMIODARONE	QUINIDINE	01/01/2013	31/12/2013	0
AMIODARONE	DISOPYRAMIDE	01/01/2013	31/12/2013	0
AMIODARONE	VERAPAMIL	01/01/2013	31/12/2013	443
AMIODARONE	PROPAFENONE	01/01/2013	31/12/2013	22
AMIODARONE	CIBENZOLINE	01/01/2013	31/12/2013	24
AMIODARONE	FLECAINIDE	01/01/2013	31/12/2013	1009
CIBENZOLINE	QUINIDINE	01/01/2013	31/12/2013	0
CIBENZOLINE	DISOPYRAMIDE	01/01/2013	31/12/2013	0
CIBENZOLINE	VERAPAMIL	01/01/2013	31/12/2013	32
CIBENZOLINE	PROPAFENONE	01/01/2013	31/12/2013	0
CIBENZOLINE	FLECAINIDE	01/01/2013	31/12/2013	3
DISOPYRAMIDE	QUINIDINE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	VERAPAMIL	01/01/2013	31/12/2013	15
DISOPYRAMIDE	PROPAFENONE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	FLECAINIDE	01/01/2013	31/12/2013	7
QUINIDINE	VERAPAMIL	01/01/2013	31/12/2013	0
PROPAFENONE	VERAPAMIL	01/01/2013	31/12/2013	43
FLECAINIDE	VERAPAMIL	01/01/2013	31/12/2013	795
FLECAINIDE	QUINIDINE	01/01/2013	31/12/2013	0
FLECAINIDE	PROPAFENONE	01/01/2013	31/12/2013	0
PROPAFENONE	QUINIDINE	01/01/2013	31/12/2013	0
NEOSTIGMINE	RIVASTIGMINE	01/01/2013	31/12/2013	0
AMBENONIUM	RIVASTIGMINE	01/01/2013	31/12/2013	0
GALANTAMINE	RIVASTIGMINE	01/01/2013	31/12/2013	1
PYRIDOSTIGMINE	RIVASTIGMINE	01/01/2013	31/12/2013	11
DONEPEZIL	RIVASTIGMINE	01/01/2013	31/12/2013	5
NEOSTIGMINE	PYRIDOSTIGMINE	01/01/2013	31/12/2013	0
AMBENONIUM	PYRIDOSTIGMINE	01/01/2013	31/12/2013	13
GALANTAMINE	PYRIDOSTIGMINE	01/01/2013	31/12/2013	3
DONEPEZIL	PYRIDOSTIGMINE	01/01/2013	31/12/2013	1
AMBENONIUM	NEOSTIGMINE	01/01/2013	31/12/2013	0
GALANTAMINE	NEOSTIGMINE	01/01/2013	31/12/2013	0
DONEPEZIL	NEOSTIGMINE	01/01/2013	31/12/2013	0
AMBENONIUM	GALANTAMINE	01/01/2013	31/12/2013	0
DONEPEZIL	GALANTAMINE	01/01/2013	31/12/2013	0
AMBENONIUM	DONEPEZIL	01/01/2013	31/12/2013	0
ACIDE ACETYLSALICYLIQUE	WARFARINE	01/01/2013	31/12/2013	1954
ACIDE ACETYLSALICYLIQUE	FLUINDIONE	01/01/2013	31/12/2013	8864
ACIDE ACETYLSALICYLIQUE	RIVAROXABAN	01/01/2013	31/12/2013	291
ACENOCOUMAROL	ACIDE ACETYLSALICYLIQUE	01/01/2013	31/12/2013	436
ACIDE ACETYLSALICYLIQUE	DABIGATRAN	01/01/2013	31/12/2013	740
ACIDE ACETYLSALICYLIQUE	APIXABAN	01/01/2013	31/12/2013	0
CLOPIDOGREL	WARFARINE	01/01/2013	31/12/2013	323
CLOPIDOGREL	FLUINDIONE	01/01/2013	31/12/2013	1724
CLOPIDOGREL	RIVAROXABAN	01/01/2013	31/12/2013	59
ACENOCOUMAROL	CLOPIDOGREL	01/01/2013	31/12/2013	53
CLOPIDOGREL	DABIGATRAN	01/01/2013	31/12/2013	122
APIXABAN	CLOPIDOGREL	01/01/2013	31/12/2013	0
TICLOPIDINE	WARFARINE	01/01/2013	31/12/2013	0
FLUINDIONE	TICLOPIDINE	01/01/2013	31/12/2013	10
RIVAROXABAN	TICLOPIDINE	01/01/2013	31/12/2013	1
ACENOCOUMAROL	TICLOPIDINE	01/01/2013	31/12/2013	1
DABIGATRAN	TICLOPIDINE	01/01/2013	31/12/2013	0
APIXABAN	TICLOPIDINE	01/01/2013	31/12/2013	0
TICAGRELOR	WARFARINE	01/01/2013	31/12/2013	0
FLUINDIONE	TICAGRELOR	01/01/2013	31/12/2013	3
RIVAROXABAN	TICAGRELOR	01/01/2013	31/12/2013	1
ACENOCOUMAROL	TICAGRELOR	01/01/2013	31/12/2013	0
DABIGATRAN	TICAGRELOR	01/01/2013	31/12/2013	1
APIXABAN	TICAGRELOR	01/01/2013	31/12/2013	0
PRASUGREL	WARFARINE	01/01/2013	31/12/2013	3
FLUINDIONE	PRASUGREL	01/01/2013	31/12/2013	14
PRASUGREL	RIVAROXABAN	01/01/2013	31/12/2013	3
ACENOCOUMAROL	PRASUGREL	01/01/2013	31/12/2013	0
DABIGATRAN	PRASUGREL	01/01/2013	31/12/2013	2
APIXABAN	PRASUGREL	01/01/2013	31/12/2013	0
ISRADIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
ISRADIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	0
ISRADIPINE	PRIMIDONE	01/01/2013	31/12/2013	0
CARBAMAZEPINE	ISRADIPINE	01/01/2013	31/12/2013	8
LERCANIDIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
LERCANIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	147
LERCANIDIPINE	PRIMIDONE	01/01/2013	31/12/2013	33
CARBAMAZEPINE	LERCANIDIPINE	01/01/2013	31/12/2013	252
NIFEDIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
NIFEDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	42
NIFEDIPINE	PRIMIDONE	01/01/2013	31/12/2013	3
CARBAMAZEPINE	NIFEDIPINE	01/01/2013	31/12/2013	29
PHENYTOINE	QUINIDINE	01/01/2013	31/12/2013	0
PHENOBARBITAL	QUINIDINE	01/01/2013	31/12/2013	0
PRIMIDONE	QUINIDINE	01/01/2013	31/12/2013	0
CARBAMAZEPINE	QUINIDINE	01/01/2013	31/12/2013	0
MANIDIPINE	PHENYTOINE	01/01/2013	31/12/2013	1
MANIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	15
MANIDIPINE	PRIMIDONE	01/01/2013	31/12/2013	6
CARBAMAZEPINE	MANIDIPINE	01/01/2013	31/12/2013	52
DILTIAZEM	PHENYTOINE	01/01/2013	31/12/2013	0
DILTIAZEM	PHENOBARBITAL	01/01/2013	31/12/2013	58
DILTIAZEM	PRIMIDONE	01/01/2013	31/12/2013	12
CARBAMAZEPINE	DILTIAZEM	01/01/2013	31/12/2013	77
PHENYTOINE	VERAPAMIL	01/01/2013	31/12/2013	0
PHENOBARBITAL	VERAPAMIL	01/01/2013	31/12/2013	88
PRIMIDONE	VERAPAMIL	01/01/2013	31/12/2013	23
CARBAMAZEPINE	VERAPAMIL	01/01/2013	31/12/2013	99
NICARDIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
NICARDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	42
NICARDIPINE	PRIMIDONE	01/01/2013	31/12/2013	4
CARBAMAZEPINE	NICARDIPINE	01/01/2013	31/12/2013	85
DISOPYRAMIDE	PHENYTOINE	01/01/2013	31/12/2013	0
DISOPYRAMIDE	PHENOBARBITAL	01/01/2013	31/12/2013	0
DISOPYRAMIDE	PRIMIDONE	01/01/2013	31/12/2013	0
CARBAMAZEPINE	DISOPYRAMIDE	01/01/2013	31/12/2013	5
NIMODIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
NIMODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	0
NIMODIPINE	PRIMIDONE	01/01/2013	31/12/2013	0
CARBAMAZEPINE	NIMODIPINE	01/01/2013	31/12/2013	0
HYDROQUINIDINE	PHENYTOINE	01/01/2013	31/12/2013	0
HYDROQUINIDINE	PHENOBARBITAL	01/01/2013	31/12/2013	4
HYDROQUINIDINE	PRIMIDONE	01/01/2013	31/12/2013	0
CARBAMAZEPINE	HYDROQUINIDINE	01/01/2013	31/12/2013	5
ALBENDAZOLE	PHENYTOINE	01/01/2013	31/12/2013	0
ALBENDAZOLE	PHENOBARBITAL	01/01/2013	31/12/2013	0
ALBENDAZOLE	PRIMIDONE	01/01/2013	31/12/2013	0
ALBENDAZOLE	CARBAMAZEPINE	01/01/2013	31/12/2013	0
LACIDIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
LACIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	7
LACIDIPINE	PRIMIDONE	01/01/2013	31/12/2013	2
CARBAMAZEPINE	LACIDIPINE	01/01/2013	31/12/2013	8
FELODIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
FELODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	7
FELODIPINE	PRIMIDONE	01/01/2013	31/12/2013	3
CARBAMAZEPINE	FELODIPINE	01/01/2013	31/12/2013	19
AMLODIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
AMLODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	258
AMLODIPINE	PRIMIDONE	01/01/2013	31/12/2013	49
AMLODIPINE	CARBAMAZEPINE	01/01/2013	31/12/2013	419
NITRENDIPINE	PHENYTOINE	01/01/2013	31/12/2013	0
NITRENDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013	3
NITRENDIPINE	PRIMIDONE	01/01/2013	31/12/2013	2
CARBAMAZEPINE	NITRENDIPINE	01/01/2013	31/12/2013	22
ADRENALINE	CLOMIPRAMINE	01/01/2013	31/12/2013	1
ADRENALINE	IMIPRAMINE	01/01/2013	31/12/2013	0
ADRENALINE	MAPROTILINE	01/01/2013	31/12/2013	0
ADRENALINE	DOSULEPINE	01/01/2013	31/12/2013	0
ADRENALINE	AMITRIPTYLINE	01/01/2013	31/12/2013	2
ADRENALINE	AMOXAPINE	01/01/2013	31/12/2013	0
ADRENALINE	DOXEPINE	01/01/2013	31/12/2013	0
ADRENALINE	TRIMIPRAMINE	01/01/2013	31/12/2013	0
LANREOTIDE	PIOGLITAZONE	01/01/2013	31/12/2013	0
OCTREOTIDE	PIOGLITAZONE	01/01/2013	31/12/2013	0
MAPROTILINE	RILMENIDINE	01/01/2013	31/12/2013	11
ALISKIREN	MAPROTILINE	01/01/2013	31/12/2013	1
CANDESARTAN CILEXETIL	MAPROTILINE	01/01/2013	31/12/2013	35
MAPROTILINE	NIFEDIPINE	01/01/2013	31/12/2013	3
MAPROTILINE	SOTALOL	01/01/2013	31/12/2013	22
CHLORTALIDONE	MAPROTILINE	01/01/2013	31/12/2013	0
CAPTOPRIL	MAPROTILINE	01/01/2013	31/12/2013	7
IRBESARTAN	MAPROTILINE	01/01/2013	31/12/2013	36
MAPROTILINE	METIPRANOLOL	01/01/2013	31/12/2013	0
MAPROTILINE	NICARDIPINE	01/01/2013	31/12/2013	4
CLOPAMIDE	MAPROTILINE	01/01/2013	31/12/2013	0
MAPROTILINE	METHYCLOTHIAZIDE	01/01/2013	31/12/2013	0
MAPROTILINE	PERINDOPRIL TERT-BUTYLAMINE	01/01/2013	31/12/2013	39
MAPROTILINE	METHYLDOPA	01/01/2013	31/12/2013	1
MAPROTILINE	TERTATOLOL	01/01/2013	31/12/2013	0
DILTIAZEM	MAPROTILINE	01/01/2013	31/12/2013	10
MAPROTILINE	ZOFENOPRIL	01/01/2013	31/12/2013	1
EPROSARTAN	MAPROTILINE	01/01/2013	31/12/2013	0
CICLETANINE	MAPROTILINE	01/01/2013	31/12/2013	2
MAPROTILINE	OLMESARTAN	01/01/2013	31/12/2013	18
MAPROTILINE	METOPROLOL	01/01/2013	31/12/2013	10
MAPROTILINE	PROPRANOLOL	01/01/2013	31/12/2013	40
MAPROTILINE	NADOLOL	01/01/2013	31/12/2013	0
ACEBUTOLOL	MAPROTILINE	01/01/2013	31/12/2013	24
BETAXOLOL	MAPROTILINE	01/01/2013	31/12/2013	6
MAPROTILINE	VERAPAMIL	01/01/2013	31/12/2013	18
MAPROTILINE	RAMIPRIL	01/01/2013	31/12/2013	31
LEVOBUNOLOL	MAPROTILINE	01/01/2013	31/12/2013	0
HYDROCHLOROTHIAZIDE	MAPROTILINE	01/01/2013	31/12/2013	108
AMILORIDE	MAPROTILINE	01/01/2013	31/12/2013	4
FELODIPINE	MAPROTILINE	01/01/2013	31/12/2013	2
CILAZAPRIL	MAPROTILINE	01/01/2013	31/12/2013	0
EPLERENONE	MAPROTILINE	01/01/2013	31/12/2013	0
AMLODIPINE	MAPROTILINE	01/01/2013	31/12/2013	37
BENDROFLUMETHIAZIDE	MAPROTILINE	01/01/2013	31/12/2013	0
MAPROTILINE	VALSARTAN	01/01/2013	31/12/2013	46
IMIDAPRIL	MAPROTILINE	01/01/2013	31/12/2013	0
MAPROTILINE	URAPIDIL	01/01/2013	31/12/2013	8
ALTIZIDE	MAPROTILINE	01/01/2013	31/12/2013	6
MAPROTILINE	QUINAPRIL	01/01/2013	31/12/2013	0
MAPROTILINE	OXPRENOLOL	01/01/2013	31/12/2013	0
MAPROTILINE	TIMOLOL	01/01/2013	31/12/2013	8
MAPROTILINE	NEBIVOLOL	01/01/2013	31/12/2013	17
MAPROTILINE	XIPAMIDE	01/01/2013	31/12/2013	0
LISINOPRIL	MAPROTILINE	01/01/2013	31/12/2013	12
BUMETANIDE	MAPROTILINE	01/01/2013	31/12/2013	0
INDAPAMIDE	MAPROTILINE	01/01/2013	31/12/2013	1
CELIPROLOL	MAPROTILINE	01/01/2013	31/12/2013	11
LACIDIPINE	MAPROTILINE	01/01/2013	31/12/2013	0
MAPROTILINE	NITRENDIPINE	01/01/2013	31/12/2013	3
MAPROTILINE	TRANDOLAPRIL	01/01/2013	31/12/2013	5
ENALAPRIL	MAPROTILINE	01/01/2013	31/12/2013	4
MAPROTILINE	PINDOLOL	01/01/2013	31/12/2013	0
BENAZEPRIL	MAPROTILINE	01/01/2013	31/12/2013	7
MAPROTILINE	SPIRONOLACTONE	01/01/2013	31/12/2013	14
ATENOLOL	MAPROTILINE	01/01/2013	31/12/2013	15
MAPROTILINE	MOEXIPRIL	01/01/2013	31/12/2013	0
FOSINOPRIL	MAPROTILINE	01/01/2013	31/12/2013	6
LOSARTAN	MAPROTILINE	01/01/2013	31/12/2013	9
MAPROTILINE	TELMISARTAN	01/01/2013	31/12/2013	3
BISOPROLOL	MAPROTILINE	01/01/2013	31/12/2013	73
MANIDIPINE	MAPROTILINE	01/01/2013	31/12/2013	6
MAPROTILINE	TRIAMTERENE	01/01/2013	31/12/2013	2
LABETALOL	MAPROTILINE	01/01/2013	31/12/2013	1
CARTEOLOL	MAPROTILINE	01/01/2013	31/12/2013	0
FUROSEMIDE	MAPROTILINE	01/01/2013	31/12/2013	58
MAPROTILINE	MOXONIDINE	01/01/2013	31/12/2013	1
MAPROTILINE	PRAZOSINE	01/01/2013	31/12/2013	5
ISRADIPINE	MAPROTILINE	01/01/2013	31/12/2013	0
LERCANIDIPINE	MAPROTILINE	01/01/2013	31/12/2013	23
MAPROTILINE	NIMODIPINE	01/01/2013	31/12/2013	0
MAPROTILINE	PIRETANIDE	01/01/2013	31/12/2013	0
CLONIDINE	MAPROTILINE	01/01/2013	31/12/2013	0
IMIPRAMINE	RILMENIDINE	01/01/2013	31/12/2013	6
ALISKIREN	IMIPRAMINE	01/01/2013	31/12/2013	2
CANDESARTAN CILEXETIL	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	NIFEDIPINE	01/01/2013	31/12/2013	2
IMIPRAMINE	SOTALOL	01/01/2013	31/12/2013	3
CHLORTALIDONE	IMIPRAMINE	01/01/2013	31/12/2013	3
CAPTOPRIL	IMIPRAMINE	01/01/2013	31/12/2013	5
IMIPRAMINE	IRBESARTAN	01/01/2013	31/12/2013	3
IMIPRAMINE	METIPRANOLOL	01/01/2013	31/12/2013	0
IMIPRAMINE	NICARDIPINE	01/01/2013	31/12/2013	0
CLOPAMIDE	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	METHYCLOTHIAZIDE	01/01/2013	31/12/2013	0
IMIPRAMINE	PERINDOPRIL TERT-BUTYLAMINE	01/01/2013	31/12/2013	7
IMIPRAMINE	METHYLDOPA	01/01/2013	31/12/2013	0
IMIPRAMINE	TERTATOLOL	01/01/2013	31/12/2013	0
DILTIAZEM	IMIPRAMINE	01/01/2013	31/12/2013	3
IMIPRAMINE	ZOFENOPRIL	01/01/2013	31/12/2013	0
EPROSARTAN	IMIPRAMINE	01/01/2013	31/12/2013	1
CICLETANINE	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	OLMESARTAN	01/01/2013	31/12/2013	12
IMIPRAMINE	METOPROLOL	01/01/2013	31/12/2013	3
IMIPRAMINE	PROPRANOLOL	01/01/2013	31/12/2013	18
IMIPRAMINE	NADOLOL	01/01/2013	31/12/2013	0
ACEBUTOLOL	IMIPRAMINE	01/01/2013	31/12/2013	4
BETAXOLOL	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	VERAPAMIL	01/01/2013	31/12/2013	16
IMIPRAMINE	RAMIPRIL	01/01/2013	31/12/2013	8
IMIPRAMINE	LEVOBUNOLOL	01/01/2013	31/12/2013	0
HYDROCHLOROTHIAZIDE	IMIPRAMINE	01/01/2013	31/12/2013	31
AMILORIDE	IMIPRAMINE	01/01/2013	31/12/2013	2
FELODIPINE	IMIPRAMINE	01/01/2013	31/12/2013	3
CILAZAPRIL	IMIPRAMINE	01/01/2013	31/12/2013	0
EPLERENONE	IMIPRAMINE	01/01/2013	31/12/2013	0
AMLODIPINE	IMIPRAMINE	01/01/2013	31/12/2013	29
BENDROFLUMETHIAZIDE	IMIPRAMINE	01/01/2013	31/12/2013	1
IMIPRAMINE	VALSARTAN	01/01/2013	31/12/2013	11
IMIDAPRIL	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	URAPIDIL	01/01/2013	31/12/2013	7
ALTIZIDE	IMIPRAMINE	01/01/2013	31/12/2013	1
IMIPRAMINE	QUINAPRIL	01/01/2013	31/12/2013	0
IMIPRAMINE	OXPRENOLOL	01/01/2013	31/12/2013	0
IMIPRAMINE	TIMOLOL	01/01/2013	31/12/2013	0
IMIPRAMINE	NEBIVOLOL	01/01/2013	31/12/2013	13
IMIPRAMINE	XIPAMIDE	01/01/2013	31/12/2013	0
IMIPRAMINE	LISINOPRIL	01/01/2013	31/12/2013	3
BUMETANIDE	IMIPRAMINE	01/01/2013	31/12/2013	5
IMIPRAMINE	INDAPAMIDE	01/01/2013	31/12/2013	0
CELIPROLOL	IMIPRAMINE	01/01/2013	31/12/2013	2
IMIPRAMINE	LACIDIPINE	01/01/2013	31/12/2013	0
IMIPRAMINE	NITRENDIPINE	01/01/2013	31/12/2013	0
IMIPRAMINE	TRANDOLAPRIL	01/01/2013	31/12/2013	6
ENALAPRIL	IMIPRAMINE	01/01/2013	31/12/2013	9
IMIPRAMINE	PINDOLOL	01/01/2013	31/12/2013	0
BENAZEPRIL	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	SPIRONOLACTONE	01/01/2013	31/12/2013	14
ATENOLOL	IMIPRAMINE	01/01/2013	31/12/2013	10
IMIPRAMINE	MOEXIPRIL	01/01/2013	31/12/2013	0
FOSINOPRIL	IMIPRAMINE	01/01/2013	31/12/2013	0
IMIPRAMINE	LOSARTAN	01/01/2013	31/12/2013	5
IMIPRAMINE	TELMISARTAN	01/01/2013	31/12/2013	3
BISOPROLOL	IMIPRAMINE	01/01/2013	31/12/2013	16
IMIPRAMINE	MANIDIPINE	01/01/2013	31/12/2013	2
IMIPRAMINE	TRIAMTERENE	01/01/2013	31/12/2013	0
