ACIDE ACETYLSALICYLIQUE	CANDESARTAN CILEXETIL	01/01/2013	31/12/2013
ALISKIREN	LOSARTAN	01/01/2013	31/12/2013
ALISKIREN	IRBESARTAN	01/01/2013	31/12/2013
ALISKIREN	EPROSARTAN	01/01/2013	31/12/2013
ALISKIREN	VALSARTAN	01/01/2013	31/12/2013
ALISKIREN	OLMESARTAN	01/01/2013	31/12/2013
ALISKIREN	TELMISARTAN	01/01/2013	31/12/2013
ALISKIREN	CANDESARTAN CILEXETIL	01/01/2013	31/12/2013
ANAGRELIDE	TICLOPIDINE	01/01/2013	31/12/2013
ANAGRELIDE	PRASUGREL	01/01/2013	31/12/2013
ANAGRELIDE	TICAGRELOR	01/01/2013	31/12/2013
ANAGRELIDE	CLOPIDOGREL	01/01/2013	31/12/2013
HYDROQUINIDINE	QUINIDINE	01/01/2013	31/12/2013
DISOPYRAMIDE	HYDROQUINIDINE	01/01/2013	31/12/2013
HYDROQUINIDINE	VERAPAMIL	01/01/2013	31/12/2013
HYDROQUINIDINE	SOTALOL	01/01/2013	31/12/2013
AMIODARONE	HYDROQUINIDINE	01/01/2013	31/12/2013
DILTIAZEM	HYDROQUINIDINE	01/01/2013	31/12/2013
HYDROQUINIDINE	LIDOCAINE	01/01/2013	31/12/2013
HYDROQUINIDINE	PROPAFENONE	01/01/2013	31/12/2013
CIBENZOLINE	HYDROQUINIDINE	01/01/2013	31/12/2013
FLECAINIDE	HYDROQUINIDINE	01/01/2013	31/12/2013
DRONEDARONE	HYDROQUINIDINE	01/01/2013	31/12/2013
QUINIDINE	SOTALOL	01/01/2013	31/12/2013
DISOPYRAMIDE	SOTALOL	01/01/2013	31/12/2013
SOTALOL	VERAPAMIL	01/01/2013	31/12/2013
AMIODARONE	SOTALOL	01/01/2013	31/12/2013
DILTIAZEM	SOTALOL	01/01/2013	31/12/2013
LIDOCAINE	SOTALOL	01/01/2013	31/12/2013
PROPAFENONE	SOTALOL	01/01/2013	31/12/2013
CIBENZOLINE	SOTALOL	01/01/2013	31/12/2013
FLECAINIDE	SOTALOL	01/01/2013	31/12/2013
DRONEDARONE	SOTALOL	01/01/2013	31/12/2013
LIDOCAINE	QUINIDINE	01/01/2013	31/12/2013
DISOPYRAMIDE	LIDOCAINE	01/01/2013	31/12/2013
LIDOCAINE	VERAPAMIL	01/01/2013	31/12/2013
AMIODARONE	LIDOCAINE	01/01/2013	31/12/2013
DILTIAZEM	LIDOCAINE	01/01/2013	31/12/2013
LIDOCAINE	PROPAFENONE	01/01/2013	31/12/2013
CIBENZOLINE	LIDOCAINE	01/01/2013	31/12/2013
FLECAINIDE	LIDOCAINE	01/01/2013	31/12/2013
DRONEDARONE	LIDOCAINE	01/01/2013	31/12/2013
DRONEDARONE	QUINIDINE	01/01/2013	31/12/2013
DISOPYRAMIDE	DRONEDARONE	01/01/2013	31/12/2013
DRONEDARONE	VERAPAMIL	01/01/2013	31/12/2013
AMIODARONE	DRONEDARONE	01/01/2013	31/12/2013
DILTIAZEM	DRONEDARONE	01/01/2013	31/12/2013
DRONEDARONE	PROPAFENONE	01/01/2013	31/12/2013
CIBENZOLINE	DRONEDARONE	01/01/2013	31/12/2013
DRONEDARONE	FLECAINIDE	01/01/2013	31/12/2013
DILTIAZEM	QUINIDINE	01/01/2013	31/12/2013
DILTIAZEM	DISOPYRAMIDE	01/01/2013	31/12/2013
DILTIAZEM	VERAPAMIL	01/01/2013	31/12/2013
AMIODARONE	DILTIAZEM	01/01/2013	31/12/2013
DILTIAZEM	PROPAFENONE	01/01/2013	31/12/2013
CIBENZOLINE	DILTIAZEM	01/01/2013	31/12/2013
DILTIAZEM	FLECAINIDE	01/01/2013	31/12/2013
AMIODARONE	QUINIDINE	01/01/2013	31/12/2013
AMIODARONE	DISOPYRAMIDE	01/01/2013	31/12/2013
AMIODARONE	VERAPAMIL	01/01/2013	31/12/2013
AMIODARONE	PROPAFENONE	01/01/2013	31/12/2013
AMIODARONE	CIBENZOLINE	01/01/2013	31/12/2013
AMIODARONE	FLECAINIDE	01/01/2013	31/12/2013
CIBENZOLINE	QUINIDINE	01/01/2013	31/12/2013
CIBENZOLINE	DISOPYRAMIDE	01/01/2013	31/12/2013
CIBENZOLINE	VERAPAMIL	01/01/2013	31/12/2013
CIBENZOLINE	PROPAFENONE	01/01/2013	31/12/2013
CIBENZOLINE	FLECAINIDE	01/01/2013	31/12/2013
DISOPYRAMIDE	QUINIDINE	01/01/2013	31/12/2013
DISOPYRAMIDE	VERAPAMIL	01/01/2013	31/12/2013
DISOPYRAMIDE	PROPAFENONE	01/01/2013	31/12/2013
DISOPYRAMIDE	FLECAINIDE	01/01/2013	31/12/2013
QUINIDINE	VERAPAMIL	01/01/2013	31/12/2013
PROPAFENONE	VERAPAMIL	01/01/2013	31/12/2013
FLECAINIDE	VERAPAMIL	01/01/2013	31/12/2013
FLECAINIDE	QUINIDINE	01/01/2013	31/12/2013
FLECAINIDE	PROPAFENONE	01/01/2013	31/12/2013
PROPAFENONE	QUINIDINE	01/01/2013	31/12/2013
NEOSTIGMINE	RIVASTIGMINE	01/01/2013	31/12/2013
AMBENONIUM	RIVASTIGMINE	01/01/2013	31/12/2013
GALANTAMINE	RIVASTIGMINE	01/01/2013	31/12/2013
PYRIDOSTIGMINE	RIVASTIGMINE	01/01/2013	31/12/2013
DONEPEZIL	RIVASTIGMINE	01/01/2013	31/12/2013
NEOSTIGMINE	PYRIDOSTIGMINE	01/01/2013	31/12/2013
AMBENONIUM	PYRIDOSTIGMINE	01/01/2013	31/12/2013
GALANTAMINE	PYRIDOSTIGMINE	01/01/2013	31/12/2013
DONEPEZIL	PYRIDOSTIGMINE	01/01/2013	31/12/2013
AMBENONIUM	NEOSTIGMINE	01/01/2013	31/12/2013
GALANTAMINE	NEOSTIGMINE	01/01/2013	31/12/2013
DONEPEZIL	NEOSTIGMINE	01/01/2013	31/12/2013
AMBENONIUM	GALANTAMINE	01/01/2013	31/12/2013
DONEPEZIL	GALANTAMINE	01/01/2013	31/12/2013
AMBENONIUM	DONEPEZIL	01/01/2013	31/12/2013
ACIDE ACETYLSALICYLIQUE	WARFARINE	01/01/2013	31/12/2013
ACIDE ACETYLSALICYLIQUE	FLUINDIONE	01/01/2013	31/12/2013
ACIDE ACETYLSALICYLIQUE	RIVAROXABAN	01/01/2013	31/12/2013
ACENOCOUMAROL	ACIDE ACETYLSALICYLIQUE	01/01/2013	31/12/2013
ACIDE ACETYLSALICYLIQUE	DABIGATRAN	01/01/2013	31/12/2013
ACIDE ACETYLSALICYLIQUE	APIXABAN	01/01/2013	31/12/2013
CLOPIDOGREL	WARFARINE	01/01/2013	31/12/2013
CLOPIDOGREL	FLUINDIONE	01/01/2013	31/12/2013
CLOPIDOGREL	RIVAROXABAN	01/01/2013	31/12/2013
ACENOCOUMAROL	CLOPIDOGREL	01/01/2013	31/12/2013
CLOPIDOGREL	DABIGATRAN	01/01/2013	31/12/2013
APIXABAN	CLOPIDOGREL	01/01/2013	31/12/2013
TICLOPIDINE	WARFARINE	01/01/2013	31/12/2013
FLUINDIONE	TICLOPIDINE	01/01/2013	31/12/2013
RIVAROXABAN	TICLOPIDINE	01/01/2013	31/12/2013
ACENOCOUMAROL	TICLOPIDINE	01/01/2013	31/12/2013
DABIGATRAN	TICLOPIDINE	01/01/2013	31/12/2013
APIXABAN	TICLOPIDINE	01/01/2013	31/12/2013
TICAGRELOR	WARFARINE	01/01/2013	31/12/2013
FLUINDIONE	TICAGRELOR	01/01/2013	31/12/2013
RIVAROXABAN	TICAGRELOR	01/01/2013	31/12/2013
ACENOCOUMAROL	TICAGRELOR	01/01/2013	31/12/2013
DABIGATRAN	TICAGRELOR	01/01/2013	31/12/2013
APIXABAN	TICAGRELOR	01/01/2013	31/12/2013
PRASUGREL	WARFARINE	01/01/2013	31/12/2013
FLUINDIONE	PRASUGREL	01/01/2013	31/12/2013
PRASUGREL	RIVAROXABAN	01/01/2013	31/12/2013
ACENOCOUMAROL	PRASUGREL	01/01/2013	31/12/2013
DABIGATRAN	PRASUGREL	01/01/2013	31/12/2013
APIXABAN	PRASUGREL	01/01/2013	31/12/2013
ISRADIPINE	PHENYTOINE	01/01/2013	31/12/2013
ISRADIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
ISRADIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	ISRADIPINE	01/01/2013	31/12/2013
LERCANIDIPINE	PHENYTOINE	01/01/2013	31/12/2013
LERCANIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
LERCANIDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	LERCANIDIPINE	01/01/2013	31/12/2013
NIFEDIPINE	PHENYTOINE	01/01/2013	31/12/2013
NIFEDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
NIFEDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	NIFEDIPINE	01/01/2013	31/12/2013
PHENYTOINE	QUINIDINE	01/01/2013	31/12/2013
PHENOBARBITAL	QUINIDINE	01/01/2013	31/12/2013
PRIMIDONE	QUINIDINE	01/01/2013	31/12/2013
CARBAMAZEPINE	QUINIDINE	01/01/2013	31/12/2013
MANIDIPINE	PHENYTOINE	01/01/2013	31/12/2013
MANIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
MANIDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	MANIDIPINE	01/01/2013	31/12/2013
DILTIAZEM	PHENYTOINE	01/01/2013	31/12/2013
DILTIAZEM	PHENOBARBITAL	01/01/2013	31/12/2013
DILTIAZEM	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	DILTIAZEM	01/01/2013	31/12/2013
PHENYTOINE	VERAPAMIL	01/01/2013	31/12/2013
PHENOBARBITAL	VERAPAMIL	01/01/2013	31/12/2013
PRIMIDONE	VERAPAMIL	01/01/2013	31/12/2013
CARBAMAZEPINE	VERAPAMIL	01/01/2013	31/12/2013
NICARDIPINE	PHENYTOINE	01/01/2013	31/12/2013
NICARDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
NICARDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	NICARDIPINE	01/01/2013	31/12/2013
DISOPYRAMIDE	PHENYTOINE	01/01/2013	31/12/2013
DISOPYRAMIDE	PHENOBARBITAL	01/01/2013	31/12/2013
DISOPYRAMIDE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	DISOPYRAMIDE	01/01/2013	31/12/2013
NIMODIPINE	PHENYTOINE	01/01/2013	31/12/2013
NIMODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
NIMODIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	NIMODIPINE	01/01/2013	31/12/2013
HYDROQUINIDINE	PHENYTOINE	01/01/2013	31/12/2013
HYDROQUINIDINE	PHENOBARBITAL	01/01/2013	31/12/2013
HYDROQUINIDINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	HYDROQUINIDINE	01/01/2013	31/12/2013
ALBENDAZOLE	PHENYTOINE	01/01/2013	31/12/2013
ALBENDAZOLE	PHENOBARBITAL	01/01/2013	31/12/2013
ALBENDAZOLE	PRIMIDONE	01/01/2013	31/12/2013
ALBENDAZOLE	CARBAMAZEPINE	01/01/2013	31/12/2013
LACIDIPINE	PHENYTOINE	01/01/2013	31/12/2013
LACIDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
LACIDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	LACIDIPINE	01/01/2013	31/12/2013
FELODIPINE	PHENYTOINE	01/01/2013	31/12/2013
FELODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
FELODIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	FELODIPINE	01/01/2013	31/12/2013
AMLODIPINE	PHENYTOINE	01/01/2013	31/12/2013
AMLODIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
AMLODIPINE	PRIMIDONE	01/01/2013	31/12/2013
AMLODIPINE	CARBAMAZEPINE	01/01/2013	31/12/2013
NITRENDIPINE	PHENYTOINE	01/01/2013	31/12/2013
NITRENDIPINE	PHENOBARBITAL	01/01/2013	31/12/2013
NITRENDIPINE	PRIMIDONE	01/01/2013	31/12/2013
CARBAMAZEPINE	NITRENDIPINE	01/01/2013	31/12/2013
ADRENALINE	CLOMIPRAMINE	01/01/2013	31/12/2013
ADRENALINE	IMIPRAMINE	01/01/2013	31/12/2013
ADRENALINE	MAPROTILINE	01/01/2013	31/12/2013
ADRENALINE	DOSULEPINE	01/01/2013	31/12/2013
ADRENALINE	AMITRIPTYLINE	01/01/2013	31/12/2013
ADRENALINE	AMOXAPINE	01/01/2013	31/12/2013
ADRENALINE	DOXEPINE	01/01/2013	31/12/2013
ADRENALINE	TRIMIPRAMINE	01/01/2013	31/12/2013
LANREOTIDE	PIOGLITAZONE	01/01/2013	31/12/2013
OCTREOTIDE	PIOGLITAZONE	01/01/2013	31/12/2013
MAPROTILINE	RILMENIDINE	01/01/2013	31/12/2013
ALISKIREN	MAPROTILINE	01/01/2013	31/12/2013
CANDESARTAN CILEXETIL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	NIFEDIPINE	01/01/2013	31/12/2013
MAPROTILINE	SOTALOL	01/01/2013	31/12/2013
CHLORTALIDONE	MAPROTILINE	01/01/2013	31/12/2013
CAPTOPRIL	MAPROTILINE	01/01/2013	31/12/2013
IRBESARTAN	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	METIPRANOLOL	01/01/2013	31/12/2013
MAPROTILINE	NICARDIPINE	01/01/2013	31/12/2013
CLOPAMIDE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	METHYCLOTHIAZIDE	01/01/2013	31/12/2013
MAPROTILINE	PERINDOPRIL TERT-BUTYLAMINE	01/01/2013	31/12/2013
MAPROTILINE	METHYLDOPA	01/01/2013	31/12/2013
MAPROTILINE	TERTATOLOL	01/01/2013	31/12/2013
DILTIAZEM	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	ZOFENOPRIL	01/01/2013	31/12/2013
EPROSARTAN	MAPROTILINE	01/01/2013	31/12/2013
CICLETANINE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	OLMESARTAN	01/01/2013	31/12/2013
MAPROTILINE	METOPROLOL	01/01/2013	31/12/2013
MAPROTILINE	PROPRANOLOL	01/01/2013	31/12/2013
MAPROTILINE	NADOLOL	01/01/2013	31/12/2013
ACEBUTOLOL	MAPROTILINE	01/01/2013	31/12/2013
BETAXOLOL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	VERAPAMIL	01/01/2013	31/12/2013
MAPROTILINE	RAMIPRIL	01/01/2013	31/12/2013
LEVOBUNOLOL	MAPROTILINE	01/01/2013	31/12/2013
HYDROCHLOROTHIAZIDE	MAPROTILINE	01/01/2013	31/12/2013
AMILORIDE	MAPROTILINE	01/01/2013	31/12/2013
FELODIPINE	MAPROTILINE	01/01/2013	31/12/2013
CILAZAPRIL	MAPROTILINE	01/01/2013	31/12/2013
EPLERENONE	MAPROTILINE	01/01/2013	31/12/2013
AMLODIPINE	MAPROTILINE	01/01/2013	31/12/2013
BENDROFLUMETHIAZIDE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	VALSARTAN	01/01/2013	31/12/2013
IMIDAPRIL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	URAPIDIL	01/01/2013	31/12/2013
ALTIZIDE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	QUINAPRIL	01/01/2013	31/12/2013
MAPROTILINE	OXPRENOLOL	01/01/2013	31/12/2013
MAPROTILINE	TIMOLOL	01/01/2013	31/12/2013
MAPROTILINE	NEBIVOLOL	01/01/2013	31/12/2013
MAPROTILINE	XIPAMIDE	01/01/2013	31/12/2013
LISINOPRIL	MAPROTILINE	01/01/2013	31/12/2013
BUMETANIDE	MAPROTILINE	01/01/2013	31/12/2013
INDAPAMIDE	MAPROTILINE	01/01/2013	31/12/2013
CELIPROLOL	MAPROTILINE	01/01/2013	31/12/2013
LACIDIPINE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	NITRENDIPINE	01/01/2013	31/12/2013
MAPROTILINE	TRANDOLAPRIL	01/01/2013	31/12/2013
ENALAPRIL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	PINDOLOL	01/01/2013	31/12/2013
BENAZEPRIL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	SPIRONOLACTONE	01/01/2013	31/12/2013
ATENOLOL	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	MOEXIPRIL	01/01/2013	31/12/2013
FOSINOPRIL	MAPROTILINE	01/01/2013	31/12/2013
LOSARTAN	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	TELMISARTAN	01/01/2013	31/12/2013
BISOPROLOL	MAPROTILINE	01/01/2013	31/12/2013
MANIDIPINE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	TRIAMTERENE	01/01/2013	31/12/2013
LABETALOL	MAPROTILINE	01/01/2013	31/12/2013
CARTEOLOL	MAPROTILINE	01/01/2013	31/12/2013
FUROSEMIDE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	MOXONIDINE	01/01/2013	31/12/2013
MAPROTILINE	PRAZOSINE	01/01/2013	31/12/2013
ISRADIPINE	MAPROTILINE	01/01/2013	31/12/2013
LERCANIDIPINE	MAPROTILINE	01/01/2013	31/12/2013
MAPROTILINE	NIMODIPINE	01/01/2013	31/12/2013
MAPROTILINE	PIRETANIDE	01/01/2013	31/12/2013
CLONIDINE	MAPROTILINE	01/01/2013	31/12/2013
IMIPRAMINE	RILMENIDINE	01/01/2013	31/12/2013
ALISKIREN	IMIPRAMINE	01/01/2013	31/12/2013
CANDESARTAN CILEXETIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	NIFEDIPINE	01/01/2013	31/12/2013
IMIPRAMINE	SOTALOL	01/01/2013	31/12/2013
CHLORTALIDONE	IMIPRAMINE	01/01/2013	31/12/2013
CAPTOPRIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	IRBESARTAN	01/01/2013	31/12/2013
IMIPRAMINE	METIPRANOLOL	01/01/2013	31/12/2013
IMIPRAMINE	NICARDIPINE	01/01/2013	31/12/2013
CLOPAMIDE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	METHYCLOTHIAZIDE	01/01/2013	31/12/2013
IMIPRAMINE	PERINDOPRIL TERT-BUTYLAMINE	01/01/2013	31/12/2013
IMIPRAMINE	METHYLDOPA	01/01/2013	31/12/2013
IMIPRAMINE	TERTATOLOL	01/01/2013	31/12/2013
DILTIAZEM	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	ZOFENOPRIL	01/01/2013	31/12/2013
EPROSARTAN	IMIPRAMINE	01/01/2013	31/12/2013
CICLETANINE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	OLMESARTAN	01/01/2013	31/12/2013
IMIPRAMINE	METOPROLOL	01/01/2013	31/12/2013
IMIPRAMINE	PROPRANOLOL	01/01/2013	31/12/2013
IMIPRAMINE	NADOLOL	01/01/2013	31/12/2013
ACEBUTOLOL	IMIPRAMINE	01/01/2013	31/12/2013
BETAXOLOL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	VERAPAMIL	01/01/2013	31/12/2013
IMIPRAMINE	RAMIPRIL	01/01/2013	31/12/2013
IMIPRAMINE	LEVOBUNOLOL	01/01/2013	31/12/2013
HYDROCHLOROTHIAZIDE	IMIPRAMINE	01/01/2013	31/12/2013
AMILORIDE	IMIPRAMINE	01/01/2013	31/12/2013
FELODIPINE	IMIPRAMINE	01/01/2013	31/12/2013
CILAZAPRIL	IMIPRAMINE	01/01/2013	31/12/2013
EPLERENONE	IMIPRAMINE	01/01/2013	31/12/2013
AMLODIPINE	IMIPRAMINE	01/01/2013	31/12/2013
BENDROFLUMETHIAZIDE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	VALSARTAN	01/01/2013	31/12/2013
IMIDAPRIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	URAPIDIL	01/01/2013	31/12/2013
ALTIZIDE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	QUINAPRIL	01/01/2013	31/12/2013
IMIPRAMINE	OXPRENOLOL	01/01/2013	31/12/2013
IMIPRAMINE	TIMOLOL	01/01/2013	31/12/2013
IMIPRAMINE	NEBIVOLOL	01/01/2013	31/12/2013
IMIPRAMINE	XIPAMIDE	01/01/2013	31/12/2013
IMIPRAMINE	LISINOPRIL	01/01/2013	31/12/2013
BUMETANIDE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	INDAPAMIDE	01/01/2013	31/12/2013
CELIPROLOL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	LACIDIPINE	01/01/2013	31/12/2013
IMIPRAMINE	NITRENDIPINE	01/01/2013	31/12/2013
IMIPRAMINE	TRANDOLAPRIL	01/01/2013	31/12/2013
ENALAPRIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	PINDOLOL	01/01/2013	31/12/2013
BENAZEPRIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	SPIRONOLACTONE	01/01/2013	31/12/2013
ATENOLOL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	MOEXIPRIL	01/01/2013	31/12/2013
FOSINOPRIL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	LOSARTAN	01/01/2013	31/12/2013
IMIPRAMINE	TELMISARTAN	01/01/2013	31/12/2013
BISOPROLOL	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	MANIDIPINE	01/01/2013	31/12/2013
IMIPRAMINE	TRIAMTERENE	01/01/2013	31/12/2013
IMIPRAMINE	LABETALOL	01/01/2013	31/12/2013
CARTEOLOL	IMIPRAMINE	01/01/2013	31/12/2013
FUROSEMIDE	IMIPRAMINE	01/01/2013	31/12/2013
IMIPRAMINE	MOXONIDINE	01/01/2013	31/12/2013
IMIPRAMINE	PRAZOSINE	01/01/2013	31/12/2013
IMIPRAMINE	ISRADIPINE	01/01/2013	31/12/2013
IMIPRAMINE	LERCANIDIPINE	01/01/2013	31/12/2013
IMIPRAMINE	NIMODIPINE	01/01/2013	31/12/2013
IMIPRAMINE	PIRETANIDE	01/01/2013	31/12/2013
CLONIDINE	IMIPRAMINE	01/01/2013	31/12/2013
RILMENIDINE	TRIMIPRAMINE	01/01/2013	31/12/2013
ALISKIREN	TRIMIPRAMINE	01/01/2013	31/12/2013
CANDESARTAN CILEXETIL	TRIMIPRAMINE	01/01/2013	31/12/2013
NIFEDIPINE	TRIMIPRAMINE	01/01/2013	31/12/2013
SOTALOL	TRIMIPRAMINE	01/01/2013	31/12/2013
CHLORTALIDONE	TRIMIPRAMINE	01/01/2013	31/12/2013
CAPTOPRIL	TRIMIPRAMINE	01/01/2013	31/12/2013
IRBESARTAN	TRIMIPRAMINE	01/01/2013	31/12/2013
METIPRANOLOL	TRIMIPRAMINE	01/01/2013	31/12/2013
NICARDIPINE	TRIMIPRAMINE	01/01/2013	31/12/2013
CLOPAMIDE	TRIMIPRAMINE	01/01/2013	31/12/2013
METHYCLOTHIAZIDE	TRIMIPRAMINE	01/01/2013	31/12/2013
PERINDOPRIL TERT-BUTYLAMINE	TRIMIPRAMINE	01/01/2013	31/12/2013
